,Horse,current race,previous race
6,BEAUTY RUSH(C475),198,146
7,BEAUTY RUSH(C475),146,067
8,BEAUTY RUSH(C475),067,NA
0,BAND OF BROTHERS(C135),535,463
1,BAND OF BROTHERS(C135),463,332
2,BAND OF BROTHERS(C135),332,282
3,BAND OF BROTHERS(C135),282,197
4,BAND OF BROTHERS(C135),197,150
5,BAND OF BROTHERS(C135),150,075
6,BAND OF BROTHERS(C135),075,710
7,BAND OF BROTHERS(C135),710,657
8,BAND OF BROTHERS(C135),657,595
9,BAND OF BROTHERS(C135),595,524
10,BAND OF BROTHERS(C135),524,455
11,BAND OF BROTHERS(C135),455,NA
0,BEAR SLAM(C143),544,497
1,BEAR SLAM(C143),497,330
2,BEAR SLAM(C143),330,131
3,BEAR SLAM(C143),131,074
4,BEAR SLAM(C143),074,036
5,BEAR SLAM(C143),036,774
6,BEAR SLAM(C143),774,739
7,BEAR SLAM(C143),739,665
8,BEAR SLAM(C143),665,600
9,BEAR SLAM(C143),600,555
10,BEAR SLAM(C143),555,486
11,BEAR SLAM(C143),486,338
12,BEAR SLAM(C143),338,300
13,BEAR SLAM(C143),300,262
14,BEAR SLAM(C143),262,225
15,BEAR SLAM(C143),225,NA
0,BALLISTIC KING(C231),573,499
1,BALLISTIC KING(C231),499,425
2,BALLISTIC KING(C231),425,371
3,BALLISTIC KING(C231),371,321
4,BALLISTIC KING(C231),321,259
5,BALLISTIC KING(C231),259,159
6,BALLISTIC KING(C231),159,085
7,BALLISTIC KING(C231),085,028
8,BALLISTIC KING(C231),028,813
9,BALLISTIC KING(C231),813,776
10,BALLISTIC KING(C231),776,720
11,BALLISTIC KING(C231),720,681
12,BALLISTIC KING(C231),681,627
13,BALLISTIC KING(C231),627,589
14,BALLISTIC KING(C231),589,496
15,BALLISTIC KING(C231),496,NA
0,BEAUTY SPIRIT(B409),496,444
1,BEAUTY SPIRIT(B409),444,385
2,BEAUTY SPIRIT(B409),385,312
3,BEAUTY SPIRIT(B409),312,253
4,BEAUTY SPIRIT(B409),253,166
5,BEAUTY SPIRIT(B409),166,077
6,BEAUTY SPIRIT(B409),077,045
7,BEAUTY SPIRIT(B409),045,008
8,BEAUTY SPIRIT(B409),008,817
9,BEAUTY SPIRIT(B409),817,750
10,BEAUTY SPIRIT(B409),750,675
11,BEAUTY SPIRIT(B409),675,614
12,BEAUTY SPIRIT(B409),614,584
13,BEAUTY SPIRIT(B409),584,529
14,BEAUTY SPIRIT(B409),529,488
15,BEAUTY SPIRIT(B409),488,431
16,BEAUTY SPIRIT(B409),431,403
17,BEAUTY SPIRIT(B409),403,356
18,BEAUTY SPIRIT(B409),356,237
19,BEAUTY SPIRIT(B409),237,139
20,BEAUTY SPIRIT(B409),139,043
21,BEAUTY SPIRIT(B409),043,010
22,BEAUTY SPIRIT(B409),010,777
23,BEAUTY SPIRIT(B409),777,NA
0,BRAVE LEGEND(A260),561,525
1,BRAVE LEGEND(A260),525,470
2,BRAVE LEGEND(A260),470,377
3,BRAVE LEGEND(A260),377,292
4,BRAVE LEGEND(A260),292,225
5,BRAVE LEGEND(A260),225,118
6,BRAVE LEGEND(A260),118,049
7,BRAVE LEGEND(A260),049,721
8,BRAVE LEGEND(A260),721,665
9,BRAVE LEGEND(A260),665,495
10,BRAVE LEGEND(A260),495,458
11,BRAVE LEGEND(A260),458,419
12,BRAVE LEGEND(A260),419,211
13,BRAVE LEGEND(A260),211,179
14,BRAVE LEGEND(A260),179,120
15,BRAVE LEGEND(A260),120,107
16,BRAVE LEGEND(A260),107,066
17,BRAVE LEGEND(A260),066,031
18,BRAVE LEGEND(A260),031,803
19,BRAVE LEGEND(A260),803,776
20,BRAVE LEGEND(A260),776,729
21,BRAVE LEGEND(A260),729,655
22,BRAVE LEGEND(A260),655,607
23,BRAVE LEGEND(A260),607,565
24,BRAVE LEGEND(A260),565,519
25,BRAVE LEGEND(A260),519,388
26,BRAVE LEGEND(A260),388,247
27,BRAVE LEGEND(A260),247,178
28,BRAVE LEGEND(A260),178,118
29,BRAVE LEGEND(A260),118,070
30,BRAVE LEGEND(A260),070,016
31,BRAVE LEGEND(A260),016,NA
0,BALTIC WHISPER(B216),560,503
1,BALTIC WHISPER(B216),503,459
2,BALTIC WHISPER(B216),459,413
3,BALTIC WHISPER(B216),413,388
4,BALTIC WHISPER(B216),388,306
5,BALTIC WHISPER(B216),306,204
6,BALTIC WHISPER(B216),204,158
7,BALTIC WHISPER(B216),158,108
8,BALTIC WHISPER(B216),108,086
9,BALTIC WHISPER(B216),086,067
10,BALTIC WHISPER(B216),067,767
11,BALTIC WHISPER(B216),767,656
12,BALTIC WHISPER(B216),656,536
13,BALTIC WHISPER(B216),536,448
14,BALTIC WHISPER(B216),448,281
15,BALTIC WHISPER(B216),281,201
16,BALTIC WHISPER(B216),201,089
17,BALTIC WHISPER(B216),089,766
18,BALTIC WHISPER(B216),766,648
19,BALTIC WHISPER(B216),648,527
20,BALTIC WHISPER(B216),527,474
21,BALTIC WHISPER(B216),474,432
22,BALTIC WHISPER(B216),432,378
23,BALTIC WHISPER(B216),378,NA
0,BEAUTY AMIGO(C124),559,513
1,BEAUTY AMIGO(C124),513,482
2,BEAUTY AMIGO(C124),482,432
3,BEAUTY AMIGO(C124),432,379
4,BEAUTY AMIGO(C124),379,235
5,BEAUTY AMIGO(C124),235,178
6,BEAUTY AMIGO(C124),178,NA
0,BEAR AGAIN(C301),561,397
1,BEAR AGAIN(C301),397,339
2,BEAR AGAIN(C301),339,262
3,BEAR AGAIN(C301),262,139
4,BEAR AGAIN(C301),139,094
5,BEAR AGAIN(C301),094,038
6,BEAR AGAIN(C301),038,784
7,BEAR AGAIN(C301),784,747
8,BEAR AGAIN(C301),747,700
9,BEAR AGAIN(C301),700,662
10,BEAR AGAIN(C301),662,610
11,BEAR AGAIN(C301),610,554
12,BEAR AGAIN(C301),554,482
13,BEAR AGAIN(C301),482,NA
0,BEAUTY LOYAL(B383),513,462
1,BEAUTY LOYAL(B383),462,408
2,BEAUTY LOYAL(B383),408,349
3,BEAUTY LOYAL(B383),349,302
4,BEAUTY LOYAL(B383),302,274
5,BEAUTY LOYAL(B383),274,232
6,BEAUTY LOYAL(B383),232,169
7,BEAUTY LOYAL(B383),169,114
8,BEAUTY LOYAL(B383),114,066
9,BEAUTY LOYAL(B383),066,772
10,BEAUTY LOYAL(B383),772,746
11,BEAUTY LOYAL(B383),746,688
12,BEAUTY LOYAL(B383),688,652
13,BEAUTY LOYAL(B383),652,625
14,BEAUTY LOYAL(B383),625,582
15,BEAUTY LOYAL(B383),582,535
16,BEAUTY LOYAL(B383),535,363
17,BEAUTY LOYAL(B383),363,289
18,BEAUTY LOYAL(B383),289,232
19,BEAUTY LOYAL(B383),232,198
20,BEAUTY LOYAL(B383),198,159
21,BEAUTY LOYAL(B383),159,070
22,BEAUTY LOYAL(B383),070,035
23,BEAUTY LOYAL(B383),035,794
24,BEAUTY LOYAL(B383),794,749
25,BEAUTY LOYAL(B383),749,702
26,BEAUTY LOYAL(B383),702,NA
0,BE READY(D024),560,489
1,BE READY(D024),489,425
2,BE READY(D024),425,331
3,BE READY(D024),331,288
4,BE READY(D024),288,229
5,BE READY(D024),229,172
6,BE READY(D024),172,NA
0,BRAVE KING(D132),529,439
1,BRAVE KING(D132),439,NA
0,BABY(C271),396,322
1,BABY(C271),322,283
2,BABY(C271),283,188
3,BABY(C271),188,138
4,BABY(C271),138,104
5,BABY(C271),104,784
6,BABY(C271),784,730
7,BABY(C271),730,657
8,BABY(C271),657,612
9,BABY(C271),612,554
10,BABY(C271),554,494
11,BABY(C271),494,NA
0,BEAUTY DAY(B076),554,224
1,BEAUTY DAY(B076),224,149
2,BEAUTY DAY(B076),149,094
3,BEAUTY DAY(B076),094,046
4,BEAUTY DAY(B076),046,010
5,BEAUTY DAY(B076),010,816
6,BEAUTY DAY(B076),816,759
7,BEAUTY DAY(B076),759,674
8,BEAUTY DAY(B076),674,633
9,BEAUTY DAY(B076),633,583
10,BEAUTY DAY(B076),583,234
11,BEAUTY DAY(B076),234,092
12,BEAUTY DAY(B076),092,040
13,BEAUTY DAY(B076),040,006
14,BEAUTY DAY(B076),006,801
15,BEAUTY DAY(B076),801,722
16,BEAUTY DAY(B076),722,470
17,BEAUTY DAY(B076),470,428
18,BEAUTY DAY(B076),428,344
19,BEAUTY DAY(B076),344,294
20,BEAUTY DAY(B076),294,184
21,BEAUTY DAY(B076),184,NA
0,BEAUTY HAPPY(D130),570,506
1,BEAUTY HAPPY(D130),506,469
2,BEAUTY HAPPY(D130),469,415
3,BEAUTY HAPPY(D130),415,377
4,BEAUTY HAPPY(D130),377,NA
0,BALTIC SUCCESS(C373),571,513
1,BALTIC SUCCESS(C373),513,461
2,BALTIC SUCCESS(C373),461,432
3,BALTIC SUCCESS(C373),432,359
4,BALTIC SUCCESS(C373),359,327
5,BALTIC SUCCESS(C373),327,288
6,BALTIC SUCCESS(C373),288,214
7,BALTIC SUCCESS(C373),214,NA
0,BETHANY(C258),046,017
1,BETHANY(C258),017,757
2,BETHANY(C258),757,458
3,BETHANY(C258),458,374
4,BETHANY(C258),374,NA
0,BIG FORTUNE(B220),553,524
1,BIG FORTUNE(B220),524,482
2,BIG FORTUNE(B220),482,406
3,BIG FORTUNE(B220),406,311
4,BIG FORTUNE(B220),311,254
5,BIG FORTUNE(B220),254,172
6,BIG FORTUNE(B220),172,106
7,BIG FORTUNE(B220),106,062
8,BIG FORTUNE(B220),062,014
9,BIG FORTUNE(B220),014,798
10,BIG FORTUNE(B220),798,705
11,BIG FORTUNE(B220),705,611
12,BIG FORTUNE(B220),611,463
13,BIG FORTUNE(B220),463,410
14,BIG FORTUNE(B220),410,345
15,BIG FORTUNE(B220),345,264
16,BIG FORTUNE(B220),264,206
17,BIG FORTUNE(B220),206,806
18,BIG FORTUNE(B220),806,723
19,BIG FORTUNE(B220),723,675
20,BIG FORTUNE(B220),675,636
21,BIG FORTUNE(B220),636,562
22,BIG FORTUNE(B220),562,508
23,BIG FORTUNE(B220),508,451
24,BIG FORTUNE(B220),451,NA
0,BRIGHT VISION(D251),529,478
1,BRIGHT VISION(D251),478,NA
0,BUNDLE OF DELIGHT(D236),572,517
1,BUNDLE OF DELIGHT(D236),517,NA
0,BEAUTY SPARK(C318),526,471
1,BEAUTY SPARK(C318),471,416
2,BEAUTY SPARK(C318),416,359
3,BEAUTY SPARK(C318),359,322
4,BEAUTY SPARK(C318),322,226
5,BEAUTY SPARK(C318),226,185
6,BEAUTY SPARK(C318),185,797
7,BEAUTY SPARK(C318),797,731
8,BEAUTY SPARK(C318),731,627
9,BEAUTY SPARK(C318),627,NA
0,BIZ POWER(B052),529,517
1,BIZ POWER(B052),517,413
2,BIZ POWER(B052),413,356
3,BIZ POWER(B052),356,280
4,BIZ POWER(B052),280,143
5,BIZ POWER(B052),143,081
6,BIZ POWER(B052),081,694
7,BIZ POWER(B052),694,619
8,BIZ POWER(B052),619,583
9,BIZ POWER(B052),583,489
10,BIZ POWER(B052),489,357
11,BIZ POWER(B052),357,326
12,BIZ POWER(B052),326,241
13,BIZ POWER(B052),241,NA
0,BLASTOISE(C450),570,490
1,BLASTOISE(C450),490,403
2,BLASTOISE(C450),403,270
3,BLASTOISE(C450),270,223
4,BLASTOISE(C450),223,167
5,BLASTOISE(C450),167,109
6,BLASTOISE(C450),109,069
7,BLASTOISE(C450),069,043
8,BLASTOISE(C450),043,004
9,BLASTOISE(C450),004,810
10,BLASTOISE(C450),810,771
11,BLASTOISE(C450),771,NA
0,BIG BANG BONG(V186),554,526
1,BIG BANG BONG(V186),526,470
2,BIG BANG BONG(V186),470,414
3,BIG BANG BONG(V186),414,337
4,BIG BANG BONG(V186),337,274
5,BIG BANG BONG(V186),274,187
6,BIG BANG BONG(V186),187,121
7,BIG BANG BONG(V186),121,075
8,BIG BANG BONG(V186),075,805
9,BIG BANG BONG(V186),805,766
10,BIG BANG BONG(V186),766,678
11,BIG BANG BONG(V186),678,626
12,BIG BANG BONG(V186),626,573
13,BIG BANG BONG(V186),573,514
14,BIG BANG BONG(V186),514,458
15,BIG BANG BONG(V186),458,363
16,BIG BANG BONG(V186),363,306
17,BIG BANG BONG(V186),306,251
18,BIG BANG BONG(V186),251,216
19,BIG BANG BONG(V186),216,172
20,BIG BANG BONG(V186),172,059
21,BIG BANG BONG(V186),059,769
22,BIG BANG BONG(V186),769,723
23,BIG BANG BONG(V186),723,685
24,BIG BANG BONG(V186),685,649
25,BIG BANG BONG(V186),649,592
26,BIG BANG BONG(V186),592,557
27,BIG BANG BONG(V186),557,518
28,BIG BANG BONG(V186),518,463
29,BIG BANG BONG(V186),463,426
30,BIG BANG BONG(V186),426,408
31,BIG BANG BONG(V186),408,371
32,BIG BANG BONG(V186),371,343
33,BIG BANG BONG(V186),343,328
34,BIG BANG BONG(V186),328,281
35,BIG BANG BONG(V186),281,198
36,BIG BANG BONG(V186),198,172
37,BIG BANG BONG(V186),172,153
38,BIG BANG BONG(V186),153,136
39,BIG BANG BONG(V186),136,100
40,BIG BANG BONG(V186),100,NA
0,BEAUTY ICON(C057),534,500
1,BEAUTY ICON(C057),500,425
2,BEAUTY ICON(C057),425,339
3,BEAUTY ICON(C057),339,291
4,BEAUTY ICON(C057),291,252
5,BEAUTY ICON(C057),252,216
6,BEAUTY ICON(C057),216,165
7,BEAUTY ICON(C057),165,111
8,BEAUTY ICON(C057),111,719
9,BEAUTY ICON(C057),719,674
10,BEAUTY ICON(C057),674,584
11,BEAUTY ICON(C057),584,506
12,BEAUTY ICON(C057),506,NA
0,BRILLIANT(C005),476,418
1,BRILLIANT(C005),418,323
2,BRILLIANT(C005),323,286
3,BRILLIANT(C005),286,238
4,BRILLIANT(C005),238,153
5,BRILLIANT(C005),153,083
6,BRILLIANT(C005),083,782
7,BRILLIANT(C005),782,698
8,BRILLIANT(C005),698,606
9,BRILLIANT(C005),606,491
10,BRILLIANT(C005),491,386
11,BRILLIANT(C005),386,NA
0,BULLETPROOF(D219),567,456
1,BULLETPROOF(D219),456,401
2,BULLETPROOF(D219),401,NA
0,BULB ELITE(A183),504,447
1,BULB ELITE(A183),447,410
2,BULB ELITE(A183),410,395
3,BULB ELITE(A183),395,308
4,BULB ELITE(A183),308,189
5,BULB ELITE(A183),189,120
6,BULB ELITE(A183),120,811
7,BULB ELITE(A183),811,782
8,BULB ELITE(A183),782,722
9,BULB ELITE(A183),722,398
10,BULB ELITE(A183),398,307
11,BULB ELITE(A183),307,261
12,BULB ELITE(A183),261,106
13,BULB ELITE(A183),106,775
14,BULB ELITE(A183),775,731
15,BULB ELITE(A183),731,630
16,BULB ELITE(A183),630,547
17,BULB ELITE(A183),547,491
18,BULB ELITE(A183),491,436
19,BULB ELITE(A183),436,314
20,BULB ELITE(A183),314,262
21,BULB ELITE(A183),262,226
22,BULB ELITE(A183),226,171
23,BULB ELITE(A183),171,098
24,BULB ELITE(A183),098,NA
0,BULLISH BROTHER(C034),558,120
1,BULLISH BROTHER(C034),120,083
2,BULLISH BROTHER(C034),083,026
3,BULLISH BROTHER(C034),026,764
4,BULLISH BROTHER(C034),764,695
5,BULLISH BROTHER(C034),695,659
6,BULLISH BROTHER(C034),659,590
7,BULLISH BROTHER(C034),590,532
8,BULLISH BROTHER(C034),532,489
9,BULLISH BROTHER(C034),489,464
10,BULLISH BROTHER(C034),464,425
11,BULLISH BROTHER(C034),425,367
12,BULLISH BROTHER(C034),367,333
13,BULLISH BROTHER(C034),333,304
14,BULLISH BROTHER(C034),304,268
15,BULLISH BROTHER(C034),268,203
16,BULLISH BROTHER(C034),203,164
17,BULLISH BROTHER(C034),164,NA
0,BEAUTY ANGEL(C541),511,473
1,BEAUTY ANGEL(C541),473,410
2,BEAUTY ANGEL(C541),410,357
3,BEAUTY ANGEL(C541),357,318
4,BEAUTY ANGEL(C541),318,261
5,BEAUTY ANGEL(C541),261,NA
0,BREEZE OF SPRING(C309),568,509
1,BREEZE OF SPRING(C309),509,476
2,BREEZE OF SPRING(C309),476,437
3,BREEZE OF SPRING(C309),437,381
4,BREEZE OF SPRING(C309),381,345
5,BREEZE OF SPRING(C309),345,289
6,BREEZE OF SPRING(C309),289,213
7,BREEZE OF SPRING(C309),213,143
8,BREEZE OF SPRING(C309),143,034
9,BREEZE OF SPRING(C309),034,809
10,BREEZE OF SPRING(C309),809,755
11,BREEZE OF SPRING(C309),755,708
12,BREEZE OF SPRING(C309),708,NA
0,BRAVE BABY(C066),552,492
1,BRAVE BABY(C066),492,457
2,BRAVE BABY(C066),457,399
3,BRAVE BABY(C066),399,374
4,BRAVE BABY(C066),374,325
5,BRAVE BABY(C066),325,698
6,BRAVE BABY(C066),698,579
7,BRAVE BABY(C066),579,541
8,BRAVE BABY(C066),541,483
9,BRAVE BABY(C066),483,444
10,BRAVE BABY(C066),444,397
11,BRAVE BABY(C066),397,359
12,BRAVE BABY(C066),359,315
13,BRAVE BABY(C066),315,230
14,BRAVE BABY(C066),230,181
15,BRAVE BABY(C066),181,149
16,BRAVE BABY(C066),149,NA
0,BEST FOR YOU(C223),569,494
1,BEST FOR YOU(C223),494,436
2,BEST FOR YOU(C223),436,384
3,BEST FOR YOU(C223),384,328
4,BEST FOR YOU(C223),328,269
5,BEST FOR YOU(C223),269,189
6,BEST FOR YOU(C223),189,058
7,BEST FOR YOU(C223),058,726
8,BEST FOR YOU(C223),726,651
9,BEST FOR YOU(C223),651,540
10,BEST FOR YOU(C223),540,460
11,BEST FOR YOU(C223),460,NA
0,BLOOMING SPIRIT(C064),522,447
1,BLOOMING SPIRIT(C064),447,373
2,BLOOMING SPIRIT(C064),373,275
3,BLOOMING SPIRIT(C064),275,218
4,BLOOMING SPIRIT(C064),218,105
5,BLOOMING SPIRIT(C064),105,059
6,BLOOMING SPIRIT(C064),059,809
7,BLOOMING SPIRIT(C064),809,735
8,BLOOMING SPIRIT(C064),735,677
9,BLOOMING SPIRIT(C064),677,641
10,BLOOMING SPIRIT(C064),641,595
11,BLOOMING SPIRIT(C064),595,543
12,BLOOMING SPIRIT(C064),543,387
13,BLOOMING SPIRIT(C064),387,293
14,BLOOMING SPIRIT(C064),293,NA
0,BRIGHT KID(C060),456,401
1,BRIGHT KID(C060),401,357
2,BRIGHT KID(C060),357,316
3,BRIGHT KID(C060),316,289
4,BRIGHT KID(C060),289,227
5,BRIGHT KID(C060),227,170
6,BRIGHT KID(C060),170,137
7,BRIGHT KID(C060),137,080
8,BRIGHT KID(C060),080,034
9,BRIGHT KID(C060),034,006
10,BRIGHT KID(C060),006,755
11,BRIGHT KID(C060),755,636
12,BRIGHT KID(C060),636,556
13,BRIGHT KID(C060),556,498
14,BRIGHT KID(C060),498,450
15,BRIGHT KID(C060),450,374
16,BRIGHT KID(C060),374,295
17,BRIGHT KID(C060),295,261
18,BRIGHT KID(C060),261,222
19,BRIGHT KID(C060),222,NA
0,BLADE RACER(C097),540,134
1,BLADE RACER(C097),134,039
2,BLADE RACER(C097),039,022
3,BLADE RACER(C097),022,002
4,BLADE RACER(C097),002,769
5,BLADE RACER(C097),769,643
6,BLADE RACER(C097),643,533
7,BLADE RACER(C097),533,491
8,BLADE RACER(C097),491,415
9,BLADE RACER(C097),415,NA
0,BABY STORM(C500),548,510
1,BABY STORM(C500),510,457
2,BABY STORM(C500),457,418
3,BABY STORM(C500),418,372
4,BABY STORM(C500),372,329
5,BABY STORM(C500),329,153
6,BABY STORM(C500),153,NA
0,BESTA LUCK(B462),545,454
1,BESTA LUCK(B462),454,379
2,BESTA LUCK(B462),379,278
3,BESTA LUCK(B462),278,199
4,BESTA LUCK(B462),199,NA
0,BULLISH GLORY(A118),528,465
1,BULLISH GLORY(A118),465,438
2,BULLISH GLORY(A118),438,342
3,BULLISH GLORY(A118),342,309
4,BULLISH GLORY(A118),309,240
5,BULLISH GLORY(A118),240,202
6,BULLISH GLORY(A118),202,155
7,BULLISH GLORY(A118),155,100
8,BULLISH GLORY(A118),100,069
9,BULLISH GLORY(A118),069,029
10,BULLISH GLORY(A118),029,005
11,BULLISH GLORY(A118),005,812
12,BULLISH GLORY(A118),812,752
13,BULLISH GLORY(A118),752,697
14,BULLISH GLORY(A118),697,670
15,BULLISH GLORY(A118),670,056
16,BULLISH GLORY(A118),056,799
17,BULLISH GLORY(A118),799,742
18,BULLISH GLORY(A118),742,718
19,BULLISH GLORY(A118),718,658
20,BULLISH GLORY(A118),658,603
21,BULLISH GLORY(A118),603,550
22,BULLISH GLORY(A118),550,505
23,BULLISH GLORY(A118),505,473
24,BULLISH GLORY(A118),473,411
25,BULLISH GLORY(A118),411,382
26,BULLISH GLORY(A118),382,322
27,BULLISH GLORY(A118),322,297
28,BULLISH GLORY(A118),297,NA
0,BRAVERY AND POWER(C295),493,381
1,BRAVERY AND POWER(C295),381,314
2,BRAVERY AND POWER(C295),314,246
3,BRAVERY AND POWER(C295),246,051
4,BRAVERY AND POWER(C295),051,006
5,BRAVERY AND POWER(C295),006,803
6,BRAVERY AND POWER(C295),803,687
7,BRAVERY AND POWER(C295),687,608
8,BRAVERY AND POWER(C295),608,556
9,BRAVERY AND POWER(C295),556,512
10,BRAVERY AND POWER(C295),512,NA
0,BELLA BABY(B365),564,486
1,BELLA BABY(B365),486,362
2,BELLA BABY(B365),362,304
3,BELLA BABY(B365),304,521
4,BELLA BABY(B365),521,460
5,BELLA BABY(B365),460,386
6,BELLA BABY(B365),386,315
7,BELLA BABY(B365),315,218
8,BELLA BABY(B365),218,145
9,BELLA BABY(B365),145,091
10,BELLA BABY(B365),091,778
11,BELLA BABY(B365),778,713
12,BELLA BABY(B365),713,NA
0,BLINK OF A SECOND(B418),539,440
1,BLINK OF A SECOND(B418),440,365
2,BLINK OF A SECOND(B418),365,269
3,BLINK OF A SECOND(B418),269,497
4,BLINK OF A SECOND(B418),497,455
5,BLINK OF A SECOND(B418),455,397
6,BLINK OF A SECOND(B418),397,NA
0,BREAK RECORD(C168),483,445
1,BREAK RECORD(C168),445,373
2,BREAK RECORD(C168),373,295
3,BREAK RECORD(C168),295,243
4,BREAK RECORD(C168),243,145
5,BREAK RECORD(C168),145,091
6,BREAK RECORD(C168),091,004
7,BREAK RECORD(C168),004,722
8,BREAK RECORD(C168),722,333
9,BREAK RECORD(C168),333,NA
0,BLAZING PARTNERS(B071),527,472
1,BLAZING PARTNERS(B071),472,417
2,BLAZING PARTNERS(B071),417,345
3,BLAZING PARTNERS(B071),345,268
4,BLAZING PARTNERS(B071),268,173
5,BLAZING PARTNERS(B071),173,105
6,BLAZING PARTNERS(B071),105,087
7,BLAZING PARTNERS(B071),087,013
8,BLAZING PARTNERS(B071),013,772
9,BLAZING PARTNERS(B071),772,524
10,BLAZING PARTNERS(B071),524,463
11,BLAZING PARTNERS(B071),463,386
12,BLAZING PARTNERS(B071),386,111
13,BLAZING PARTNERS(B071),111,057
14,BLAZING PARTNERS(B071),057,767
15,BLAZING PARTNERS(B071),767,723
16,BLAZING PARTNERS(B071),723,685
17,BLAZING PARTNERS(B071),685,637
18,BLAZING PARTNERS(B071),637,563
19,BLAZING PARTNERS(B071),563,492
20,BLAZING PARTNERS(B071),492,377
21,BLAZING PARTNERS(B071),377,NA
0,BUNDLE OF ENERGY(B279),519,180
1,BUNDLE OF ENERGY(B279),180,136
2,BUNDLE OF ENERGY(B279),136,099
3,BUNDLE OF ENERGY(B279),099,061
4,BUNDLE OF ENERGY(B279),061,781
5,BUNDLE OF ENERGY(B279),781,727
6,BUNDLE OF ENERGY(B279),727,699
7,BUNDLE OF ENERGY(B279),699,644
8,BUNDLE OF ENERGY(B279),644,604
9,BUNDLE OF ENERGY(B279),604,568
10,BUNDLE OF ENERGY(B279),568,530
11,BUNDLE OF ENERGY(B279),530,492
12,BUNDLE OF ENERGY(B279),492,213
13,BUNDLE OF ENERGY(B279),213,168
14,BUNDLE OF ENERGY(B279),168,105
15,BUNDLE OF ENERGY(B279),105,067
16,BUNDLE OF ENERGY(B279),067,052
17,BUNDLE OF ENERGY(B279),052,014
18,BUNDLE OF ENERGY(B279),014,772
19,BUNDLE OF ENERGY(B279),772,732
20,BUNDLE OF ENERGY(B279),732,615
21,BUNDLE OF ENERGY(B279),615,NA
0,BRING IT ON(V407),455,400
1,BRING IT ON(V407),400,212
2,BRING IT ON(V407),212,163
3,BRING IT ON(V407),163,073
4,BRING IT ON(V407),073,030
5,BRING IT ON(V407),030,733
6,BRING IT ON(V407),733,644
7,BRING IT ON(V407),644,593
8,BRING IT ON(V407),593,542
9,BRING IT ON(V407),542,479
10,BRING IT ON(V407),479,424
11,BRING IT ON(V407),424,366
12,BRING IT ON(V407),366,319
13,BRING IT ON(V407),319,274
14,BRING IT ON(V407),274,219
15,BRING IT ON(V407),219,168
16,BRING IT ON(V407),168,078
17,BRING IT ON(V407),078,040
18,BRING IT ON(V407),040,023
19,BRING IT ON(V407),023,771
20,BRING IT ON(V407),771,709
21,BRING IT ON(V407),709,673
22,BRING IT ON(V407),673,638
23,BRING IT ON(V407),638,597
24,BRING IT ON(V407),597,563
25,BRING IT ON(V407),563,537
26,BRING IT ON(V407),537,493
27,BRING IT ON(V407),493,473
28,BRING IT ON(V407),473,395
29,BRING IT ON(V407),395,316
30,BRING IT ON(V407),316,254
31,BRING IT ON(V407),254,225
32,BRING IT ON(V407),225,189
33,BRING IT ON(V407),189,118
34,BRING IT ON(V407),118,046
35,BRING IT ON(V407),046,010
36,BRING IT ON(V407),010,NA
0,BIG BULLY(B028),527,472
1,BIG BULLY(B028),472,435
2,BIG BULLY(B028),435,324
3,BIG BULLY(B028),324,247
4,BIG BULLY(B028),247,105
5,BIG BULLY(B028),105,032
6,BIG BULLY(B028),032,013
7,BIG BULLY(B028),013,789
8,BIG BULLY(B028),789,725
9,BIG BULLY(B028),725,666
10,BIG BULLY(B028),666,520
11,BIG BULLY(B028),520,442
12,BIG BULLY(B028),442,348
13,BIG BULLY(B028),348,277
14,BIG BULLY(B028),277,259
15,BIG BULLY(B028),259,203
16,BIG BULLY(B028),203,102
17,BIG BULLY(B028),102,786
18,BIG BULLY(B028),786,722
19,BIG BULLY(B028),722,661
20,BIG BULLY(B028),661,626
21,BIG BULLY(B028),626,NA
0,BEST RUNNER(B036),461,384
1,BEST RUNNER(B036),384,376
2,BEST RUNNER(B036),376,220
3,BEST RUNNER(B036),220,772
4,BEST RUNNER(B036),772,727
5,BEST RUNNER(B036),727,580
6,BEST RUNNER(B036),580,513
7,BEST RUNNER(B036),513,471
8,BEST RUNNER(B036),471,440
9,BEST RUNNER(B036),440,405
10,BEST RUNNER(B036),405,319
11,BEST RUNNER(B036),319,NA
0,BANDY(C282),400,305
1,BANDY(C282),305,275
2,BANDY(C282),275,237
3,BANDY(C282),237,199
4,BANDY(C282),199,078
5,BANDY(C282),078,811
6,BANDY(C282),811,742
7,BANDY(C282),742,695
8,BANDY(C282),695,658
9,BANDY(C282),658,586
10,BANDY(C282),586,NA
0,BEAUTY SMILE(D347),572,NA
0,CITRON SPIRIT(T286),421,346
1,CITRON SPIRIT(T286),346,233
2,CITRON SPIRIT(T286),233,175
3,CITRON SPIRIT(T286),175,147
4,CITRON SPIRIT(T286),147,064
5,CITRON SPIRIT(T286),064,814
6,CITRON SPIRIT(T286),814,758
7,CITRON SPIRIT(T286),758,711
8,CITRON SPIRIT(T286),711,509
9,CITRON SPIRIT(T286),509,421
10,CITRON SPIRIT(T286),421,327
11,CITRON SPIRIT(T286),327,262
12,CITRON SPIRIT(T286),262,118
13,CITRON SPIRIT(T286),118,082
14,CITRON SPIRIT(T286),082,046
15,CITRON SPIRIT(T286),046,010
16,CITRON SPIRIT(T286),010,739
17,CITRON SPIRIT(T286),739,667
18,CITRON SPIRIT(T286),667,612
